customerId|firstname|lastname|address|city|zipcode|state|createdDate
120529|SONG|SIMPELO|Calle Plata 28725|Spindale|28160|NC|2006-10-17
120530|JULIE|BARTLESON|Caraway Ln 27814|Bellingham|98227|WA|2006-02-09
120531|MASAKO|STENSON|Gaylemont Wy 20899|Sycamore|44882|OH|2005-10-20
120532|HOPE|STELLMAN|Sunny Creek Dr 27593|Saint Charles|60175|IL|2006-03-07
120533|LOREN|SARDI|Calcutta Pass Ln 25402|Rio Dell|95562|CA|2005-06-06
120534|ELANE|CASARELLA|Chinkapin St 17178|La Belle|15450|PA|2005-03-02
120535|CASSANDRA|GOPEN|Aldercreek St 23064|Trenton|29847|SC|2005-11-25
120536|EDRIS|LABONTE|Robin Av 28237|Pleasant Valley|22848|VA|2005-08-26
120537|ALEXIA|SCONCE|Woodlark Ln 26327|Shelbyville|37162|TN|2006-05-12
120538|ELIAS|KAMENS|Sterling Ln 26013|Isaban|24846|WV|2006-07-06
120539|LIANA|DIALS|Lavender Pl 24319|Ages Brookside|40801|KY|2005-08-15
120540|ERLINE|MELENDREZ|Stevie Ct 20206|Fairview|83119|WY|2005-07-23
120541|JADA|VESSELL|Clarke St 25308|Triplett|65286|MO|2005-08-03
120542|ETHEL|OKUHARA|Sedona Wy 27640|Loma Linda|92354|CA|2005-06-11
120543|GWENDA|HERR|Pine St 23934|Sahuarita|85629|AZ|2005-07-06
120544|MELDA|GOERLITZ|Iris Pl 27623|Pasadena|91126|CA|2005-04-01
120545|ADENA|ROADES|Susan Carole Dr 20984|Rathdrum|83858|ID|2005-03-02
120546|GERTRUDIS|VERLATO|Fambrough St 23529|New Milford|10959|NY|2005-10-29
120547|LEENA|MAGILL|Blacker House Ct 24062|Chester|59522|MT|2006-01-28
120548|ARNITA|HARKEY|Red Cedar Wy 27111|Jerome|15937|PA|2006-09-11
120549|MARLO|LINEAR|Rigel Dr 27917|Moffit|58560|ND|2005-11-13
120550|GEMA|KAUPPI|Pipit Ct 26531|Harrison Township|48045|MI|2005-03-05
120551|MARGARITE|BARFIELD|Ridge View Dr 28248|Montgomery|17752|PA|2005-02-20
120552|SHERY|OVIT|Winslow Ct 25415|Butler|21023|MD|2005-07-26
120553|CARIDAD|SOMANI|Atley Ct 28313|Matlock|98560|WA|2005-12-16
120554|LARONDA|PENNELLA|Lauren Ln 16339|Hanna City|61536|IL|2006-12-08
120555|COLEMAN|RUDIN|Lakeview Cove 23953|Verbena|36091|AL|2005-11-23
120556|JEANNIE|KISSINGER|Brei Ct 22017|Lima|14485|NY|2005-05-08
120557|KEMBERLY|RUED|Orchid Cove Dr 29933|Scotts Valley|95067|CA|2005-01-28
120558|AGNUS|FLAKS|Theodore Ct 21949|Cedar Point|61316|IL|2005-10-11
120559|TERRENCE|DAUGHETEE|Moonridge Ln 27770|Lamar|64759|MO|2006-04-09
120560|MAURICIO|LAMAN|Brookdale Ln 23402|Crown Point|46308|IN|2006-06-26
120561|CEDRICK|GONZOLEZ|Heron Ln 17715|Logan|67646|KS|2005-09-03
120562|TAWANA|FILPUS|Little Falls Ct 22753|South Byron|14557|NY|2006-12-03
120563|DEANE|KUNEY|Countryside Ln 31322|Venango|16440|PA|2005-06-29
120564|MARGERY|OFFEN|Aldercreek St 19565|Fort Wayne|46862|IN|2006-10-10
120565|LARAINE|SHILLITO|Wildridge Ln 17834|Chattanooga|37404|TN|2006-09-01
120566|NED|AMRINE|Magnolia Pl 27256|Sanford|32773|FL|2006-12-31
120567|PETE|GARNDER|Berkshire Pl 29872|Ah Gwah Ching|56430|MN|2005-03-19
120568|WAVA|TALAYUMPTEWA|Minneola Ln 28122|Fingal|58031|ND|2005-01-24
120569|CHASSIDY|ZITA|Newfield Ct 28008|Horatio|71842|AR|2005-03-09
120570|BRITTENY|HIRALDO|Whitman St 18654|Midland|28107|NC|2005-02-08
120571|CRISTA|PROUSE|Star Crest Ln 27856|Washington|20409|DC|2006-01-08
120572|KIRA|FAVILLA|Monroe St 29766|Mitchell|30820|GA|2006-12-18
120573|ANISSA|CROVER|Terrace View Ct 23815|Astatula|34705|FL|2005-12-25
120574|HANH|SMIALEK|Buckhorn Ln 28412|Langhorne|19049|PA|2005-08-15
120575|EARNEST|LEIDIG|Cotton 14902|Clanton|35045|AL|2005-08-10
120576|XAVIER|BEBEE|Vasquez Rock Ct 22603|Charlotte|28232|NC|2006-04-29
120577|HYON|WACH|Walker St 25616|O Brien|32071|FL|2005-06-26
120578|FLORETTA|DELAREMORE|Touchstone Pl 22437|Little Valley|14755|NY|2005-04-07
120579|LESLIE|GLIDWELL|Durant Pl 25517|Haverford|19041|PA|2005-09-17
120580|MIGUELINA|ROLLOCK|Meadowgrass Dr 28756|Climax|12042|NY|2006-09-02
120581|DENVER|LODUCA|Rolling Ridge Dr 22038|Morgan Mill|76465|TX|2005-01-27
120582|KIZZY|MABEY|Daisy Meadow St 14685|Alexandria|22307|VA|2005-12-07
120583|SHANTEL|TYRONE|Cardiff Dr 22585|Stockholm|07460|NJ|2005-04-11
120584|MELODIE|LOOTENS|Heidi Jo Ln 14453|Irons|49644|MI|2005-08-31
120585|LOGAN|LYSTER|5TH St 22592|Spokane|99208|WA|2005-11-16
120586|JOSE|TEN|Hayward Dr 28037|Pompeii|48874|MI|2005-10-28
120587|JADWIGA|OSLER|Sloan Cyn Rd 29658|Hollywood|29449|SC|2005-05-04
120588|GEORGIANNE|STOEY|Tannahill Av 27060|Seward|61077|IL|2006-05-02
120589|NANCEE|VERDERBER|Olive Mill Ct 27588|Mount Victory|43340|OH|2005-03-03
120590|CASEY|JULYE|Breton Ct 24134|Golden|74737|OK|2006-09-04
120591|KAYE|LAPA|Campbell Ct 26625|Rockfield|46977|IN|2005-01-29
120592|KORY|KODERA|Rockwell Cyn Rd 16731|Hinsdale|59241|MT|2006-06-02
120593|LOU|BANKE|Alder Glen Cr 27813|Reddell|70580|LA|2005-05-31
120594|CUC|BIRDSALL|Fitzgerald Av 25489|Lincoln|68510|NE|2006-12-30
120595|DOVIE|DIMUCCIO|Apple St 24542|Sierraville|96126|CA|2006-05-28
120596|KEREN|SARDINHA|Singing Hills Dr 25801|Floyds Knobs|47119|IN|2006-07-16
120597|CARLOTTA|EMGE|Meaford Av 22374|Reisterstown|21136|MD|2006-02-09
120598|DOMINQUE|PREISS|Bruin Pl 28786|Hurley|65675|MO|2005-12-13
120599|RORY|ALNAS|Shadow Rock Ln 26152|Oquawka|61469|IL|2005-02-27
120600|MIGUEL|SGUEGLIA|Mirabile Ct 25359|Athelstane|54104|WI|2005-07-17
120601|JOAQUIN|LORENZEN|Petrel Ct 17958|Osseo|55369|MN|2006-03-31
120602|VERONA|MCCLEES|Dolan Wy 18333|Wolcott|81655|CO|2005-01-21
120603|CHRISTAL|WALTO|Via Kannela 23767|Burnwell|35038|AL|2006-01-12
120604|EDEN|GORANS|Bradenton Ct 27513|Selden|11784|NY|2005-01-17
120605|TIFFANIE|MARSELL|Pinebank Dr 27906|Clintwood|24228|VA|2006-11-24
120606|KASEY|VECKER|Truman Ct 28276|Lehigh Acres|33936|FL|2006-07-05
120607|GLADYS|WOLKOW|St Annes Rd 20238|Gastonia|28055|NC|2005-12-09
120608|JENINE|DUNNING|Marina Ct 15604|Gray|40734|KY|2005-05-11
120609|ALEXIA|KITTLESON|Cordera Ct 24600|Secor|61771|IL|2005-10-03
120610|ARNOLD|FEIGEL|Flemming Pl 25848|Maumee|43537|OH|2005-02-04
120611|SAVANNA|LIBERTINI|Slate Ct 27015|Grady|88120|NM|2005-09-03
120612|TASHA|WALLET|Lakemore Dr 20028|Niles|60714|IL|2005-01-25
120613|RICKI|HATCHEL|Flatwater Ct 17301|Brownsville|15417|PA|2005-03-31
120614|CHUNG|CONNLEY|Austin Ct 15913|Cherryfield|04622|ME|2006-04-29
120615|DONG|KRUPINSKY|Oakspur Dr 26362|Greenwell Springs|70739|LA|2006-02-26
120616|LAURENCE|TARANTO|Camomile Ln 27553|Marathon Shores|33052|FL|2006-11-03
120617|CHARIS|RIDEP|Capra Rd 24264|Eagle Rock|24085|VA|2005-07-19
120618|KA|GLOSTON|Pamplico Dr 22463|Bartlett|45713|OH|2006-05-02
120619|KEENA|HIGGINBOTTOM|Dorado Dr 25697|San Antonio|78249|TX|2005-05-16
120620|ELENORE|LINDZY|Leigh Ct 12872|Saint Louis|63155|MO|2006-10-29
120621|ALITA|SWICORD|Plaza Chiva 25516|Houston|77015|TX|2005-04-01
120622|LIESELOTTE|HUAMAN|Golden Meadow Ln 22609|Lehigh|67073|KS|2005-08-24
120623|GRAIG|YONG|Tibetan Ct 18601|Des Moines|50359|IA|2005-01-29
120624|VAN|FLEISCHMAN|Falcon Crest Pl 23691|Argyle|52619|IA|2005-03-23
120625|CARLEEN|DEBRAGA|Orion Ln 27701|Lake Zurich|60047|IL|2005-11-24
120626|BETTIE|LAGERGREN|Figueroa St 30328|Alexandria|71301|LA|2005-08-04
120627|CLASSIE|ZEAGLER|Crimson Ct 26201|Russellville|72801|AR|2006-12-08
120628|JEWEL|LINDIE|Soldon Ct 19615|Summertown|30466|GA|2006-04-18
120629|LAUREEN|CROSON|Oak Bluff Rd 16548|Kittanning|16215|PA|2006-08-15
120630|SARAI|MERINO|Sheridan Rd 29359|Gully|56646|MN|2005-11-10
120631|CLETUS|CLUSKY|Westview Ln 23578|Whiterocks|84085|UT|2006-11-26
120632|REFUGIO|TAGLIENTE|Clearmont Ct 23934|Manassas|20109|VA|2006-11-07
120633|CLARETHA|TYMA|Carlos Pl 24806|Steamboat Rock|50672|IA|2006-06-09
120634|RASHAD|STIDAM|Gita Wy 21287|Broadbent|97414|OR|2006-05-09
120635|JEFFERSON|BARDWELL|Wildridge Ln 17843|Sacramento|95814|CA|2005-05-06
120636|LORENA|AMAKER|Youngberry Dr 27904|Globe|85501|AZ|2005-09-18
120637|MARTINE|KETELSEN|Via Labrada 25539|Barrytown|12507|NY|2005-11-07
120638|JOSHUA|LOWERY|Via Pacifica Ct 28916|Holt|32564|FL|2005-11-21
120639|MYRNA|LOWERS|Township St 26433|Walston|15781|PA|2005-04-05
120640|TAM|RECINOS|Old Friend Rd 19359|Merrittstown|15463|PA|2005-11-24
120641|CHU|BRIERLY|Justamere Av 29914|Louisville|68037|NE|2005-06-26
120642|WALTER|BIGLOW|Ridgecrest Ct 23487|Hesston|16647|PA|2005-08-14
120643|ALAYNA|DUCKING|Barcotta Dr 22361|Munden|66959|KS|2005-11-22
120644|TAMIE|MCCRABB|Leaf Spring Ct 13296|Kelso|37348|TN|2005-06-15
120645|CARMELA|MUNN|Neff Ct 26839|Vancouver|98666|WA|2006-08-08
120646|JACKSON|DENBOER|Parada Dr 25812|Union|97883|OR|2006-01-24
120647|TAMAR|DWECK|Gaff Ct 21538|Caldwell|07006|NJ|2006-11-08
120648|LETICIA|BELSHEIM|Calle Verano 19094|Memphis|38113|TN|2005-06-21
120649|CATRINA|RIDDLEBERGER|Colhary Ct 28507|Huntingdon|16652|PA|2005-03-27
120650|GISELA|KRALICEK|Berylwood Pl 28326|Kingsbury|78638|TX|2006-04-09
120651|ERWIN|BLOMMER|Shasta Ln 29101|Danbury|51019|IA|2006-07-10
120652|REA|GERTY|Las Palmas Ct 29293|Indiana|15705|PA|2006-08-18
120653|LATICIA|WESTERFELD|Mariposa Pl 24009|Delray Beach|33447|FL|2005-05-06
120654|HERMELINDA|IANACONE|Owen Ct 21726|Hilliard|43026|OH|2006-04-06
120655|SASHA|FAIDLEY|Iris Pl 27607|Tea|57064|SD|2006-11-10
120656|BETH|KASIMIS|Cachuma Ln 15919|Macon|31208|GA|2006-09-17
120657|JOSEFINA|BRADSHAW|Woodlark Ln 26418|Mineral Springs|28108|NC|2006-11-30
120658|LATESHA|DEMPS|Sandburn Ln 26733|Campaign|38550|TN|2005-06-03
120659|JONELL|TINSTMAN|Birkewood Ct 17708|Fort Worth|76110|TX|2005-11-13
120660|JOANNA|MAGALLANEZ|Wishbone Ln 26526|Cottage Grove|38224|TN|2005-02-27
120661|ERMINIA|HUPMAN|Grassy Knoll Ln 27672|Nardin|74646|OK|2006-05-13
120662|CARLEE|KASAL|Paseo Del Caliente 31781|Norristown|19403|PA|2005-10-22
120663|JOLYN|ABRUZZO|Arch St 24697|Biddle|59314|MT|2005-04-19
120664|LEIGHANN|DAMATO|Via Brasa 25314|Red Lion|17356|PA|2005-01-23
120665|YUKIKO|UNO|Amor Walk 13250|El Paso|79995|TX|2005-06-29
120666|SHON|TUTKO|San Rafael Dr 25840|Evansport|43519|OH|2006-07-19
120667|LEONIA|MANLITO|Scherzinger Ln 17629|Ira|79527|TX|2006-03-23
120668|RICHIE|CHIMA|Capallero Dr 30426|Rowland|18457|PA|2005-01-15
120669|DORINE|MCGLOTHERN|Spencer Ct 27518|Tybee Island|31328|GA|2005-04-29
120670|ERICK|GWIRTZ|Back Bay Ct 24127|Winton|95388|CA|2005-12-27
120671|FILIBERTO|CHILINSKAS|Bettina Ct 27705|Nicholson|18446|PA|2005-11-18
120672|HORACIO|TERWILLEGAR|Weldon Cyn Rd 17459|Niwot|80544|CO|2006-08-23
120673|PAULENE|GOLDSTOCK|Countryside Ln 31211|Taylors|29687|SC|2006-11-13
120674|KURT|STURINO|Millford Ct 23817|Grantville|30220|GA|2006-11-19
120675|CORALIE|NETTER|Mariel Wy 19098|Stout|50673|IA|2006-04-30
120676|ANGIE|UMPHLETT|Sorrento Pl 30506|Seattle|98103|WA|2005-05-17
120677|MATHILDA|LEMEN|Railroad Av 25004|Union Church|39668|MS|2005-08-01
120678|BERNEICE|KEALOHA|Greencourt Dr 16445|Centerville|31028|GA|2005-10-10
120679|JALEESA|LEIVA|Beneda Ln 17823|Adel|97620|OR|2005-02-11
120680|SHAYLA|LUNDSFORD|Waterford Dr 27176|Creamery|19430|PA|2006-11-07
120681|KILEY|DICECCO|Ridge View Dr 28230|Roslyn|98941|WA|2005-02-03
120682|LILLA|JENSCHKE|Stanley Ct 28209|Lexington|40581|KY|2005-10-06
120683|FREDERICKA|ZILNICKI|Hills Dr 13561|APO|09169|AE|2005-07-14
120684|HELENE|WIGGLESWORTH|Alfreds Wy 28301|Topeka|66609|KS|2005-11-01
120685|BELEN|FARAGO|Palo Verde Dr 24250|Bailey|49303|MI|2005-04-06
120686|CLAYTON|MARIO|Ridge Vale Dr 26408|Clackamas|97015|OR|2006-11-22
120687|MICAH|PACZKOWSKI|Dead Horse Cyn 24435|Ideal|31041|GA|2006-07-25
120688|NANCEE|HANDWERKER|15TH St 22897|Charleston|25362|WV|2005-02-22
120689|MARLON|MCGRAIN|Northbrooke Ln 25520|Lowndes|63951|MO|2006-08-08
120690|LING|GRAMHAM|Via Escovar 25454|Shreveport|71138|LA|2005-08-26
120691|MICKIE|CIGANEK|Kavenagh Ln 21539|Antoine|71922|AR|2006-10-21
120692|JULIO|COLLUMS|Annes Cr 18001|Castalia|44824|OH|2005-11-02
120693|TRESSA|KELSON|Ebelden Av 24558|Oakland|94604|CA|2006-04-14
120694|YAN|MABIE|Bernina Av 27521|FPO|96601|AP|2005-10-07
120695|MITSUE|TILLIS|Heidi Jo Ln 13322|FPO|34090|AA|2005-04-17
120696|ELSIE|METHOT|Hidden Oak Ct 25700|Madison|53704|WI|2005-01-04
120697|DEEDRA|SHELLS|Barcelona Rd 30324|Allegany|14706|NY|2005-09-04
120698|MAYBELLE|ZACK|Willowbrooke Ct 24139|Triplett|65286|MO|2006-05-17
120699|LYN|RENSHAW|Barcotta Dr 22330|Naples|34116|FL|2006-12-24
120700|VIVIAN|WEYANDT|Montura Dr 24327|Salsbury Cove|04672|ME|2005-12-12
120701|DEIDRE|HERBERS|Gentian Ct 23511|Neoga|62447|IL|2005-03-11
120702|PANSY|BOSS|Spice Ct 26226|Carmel|46033|IN|2005-01-24
120703|CLINTON|CANELLAS|Brigadoon Ct 18620|Marshall|75671|TX|2005-03-18
120704|THEOLA|GUAN|Oakdale Cyn Ln 26506|Franktown|80116|CO|2006-11-29
120705|LYN|STVICTOR|Clarke St 25343|Manokotak|99628|AK|2006-02-13
120706|EDDIE|ROMENESKO|Fairweather St 20415|Lahaina|96761|HI|2006-12-29
120707|ELIDA|SCHIEFEN|Begonias Ln 29336|APO|96275|AP|2005-10-18
120708|ALANNA|CASTEN|Deed Av 30529|Tampa|33689|FL|2005-05-03
120709|TIFANY|SCHURE|Gate Rd 17207|Patterson|50218|IA|2005-04-23
120710|MAX|SCOPEL|Sheffield Ln 25580|Gas|66742|KS|2006-05-03
120711|TIANNA|EMLAY|Kirstengary Wy 24094|Harold|32563|FL|2005-01-22
120712|JACKLYN|WITTEKIND|Camino Alegre 31763|Groveland|95321|CA|2005-09-27
120713|JUANITA|SULIKOWSKI|Farm Center Rd 24630|Reading|19611|PA|2006-10-05
120714|KENDAL|MACHUGA|Sky View Ct 19750|La Pointe|54850|WI|2006-09-08
120715|SHANON|PLUNGY|Lola Ln 24580|Leeds|35094|AL|2005-07-28
120716|KRISTINE|TOVIAS|Peggy Joyce Ln 21459|Beltrami|56517|MN|2006-10-17
120717|DEE|KLAASSEN|Valley Oak Ct 23819|Summit|84772|UT|2005-04-29
120718|JENIFFER|BARTHEN|Don Gee Ct 21752|Braymer|64624|MO|2005-01-06
120719|TAYNA|VILLACRUSIS|Comet Wy 16326|Merrillville|46410|IN|2005-05-07
120720|DARYL|BAWA|Kenroy Av 28832|Paoli|73074|OK|2006-10-14
120721|CARLITA|OETKEN|Katys Ln 23963|Byromville|31007|GA|2005-06-19
