+-------+--------------+--------------+--------------+----------+-----+-------------------------+----------------+-----------------+--------------+----------+---------------------+-----------------+---------------+----------------------+-----------------+----------------+---------+-----------------+-----------------------+----------------------+----------------------+--------------+--------------------------+-------------+-----------------+
|Record |customer_id   |account_num   |lname         |fname     |mi   |address                  |city            |state_province   |postal_code   |country   |customer_region_id   |phone1           |phone2         |birthdate             |marital_status   |yearly_income   |gender   |total_children   |num_children_at_home   |education             |date_accnt_opened     |member_card   |occupation                |houseowner   |num_cars_owned   |
|# 34   |6801          |54033633280   |Alexander     |Matthew   |T.   |3528 Sweetwater Drive    |Oakland         |CA               |28203         |USA       |37                   |659-555-8274     |816-555-8952   |1971-10-19 00:00:00   |S                |$70K - $90K     |F        |1                |0                      |High School Degree    |1990-05-02 00:00:00   |Bronze        |Professional              |Y            |3                |
|# 35   |8299          |67122966528   |Allec         |William   |H.   |1546 Cinnabar St.        |Grossmont       |CA               |97463         |USA       |17                   |665-555-1657     |799-555-3707   |1968-03-25 00:00:00   |S                |$70K - $90K     |M        |4                |0                      |Bachelors Degree      |1992-12-11 00:00:00   |Bronze        |Professional              |N            |3                |
|# 36   |6646          |52783316992   |Allen         |Dan       |L.   |6271 Ironwood Way        |Kirkland        |WA               |90114         |USA       |63                   |252-555-4274     |802-555-8381   |1979-08-26 00:00:00   |S                |$10K - $30K     |F        |2                |0                      |Partial High School   |1994-10-12 00:00:00   |Normal        |Manual                    |Y            |2                |
|# 37   |7268          |57890414592   |Allen         |Ebony     |     |7034 Petarct             |Renton          |WA               |16797         |USA       |73                   |772-555-2869     |776-555-3776   |1915-03-22 00:00:00   |S                |$30K - $50K     |F        |3                |0                      |High School Degree    |1993-09-27 00:00:00   |Silver        |Manual                    |N            |3                |
|# 38   |2990          |24099014656   |Allen         |John      |     |1710 View Dr             |Mexico City     |Mexico           |83728         |Mexico    |2                    |353-555-9782     |334-555-3060   |1954-11-09 00:00:00   |M                |$30K - $50K     |M        |2                |2                      |Partial College       |1993-03-13 00:00:00   |Bronze        |Management                |Y            |3                |
|# 39   |7646          |61170999296   |Allen         |Veola     |     |1794 English Court       |Burien          |WA               |93202         |USA       |74                   |866-555-8185     |847-555-1464   |1952-07-16 00:00:00   |M                |$30K - $50K     |M        |5                |5                      |High School Degree    |1993-08-19 00:00:00   |Bronze        |Manual                    |Y            |3                |
|# 40   |8168          |65770516480   |Allison       |Betty     |L.   |4613 Benedict Court      |Palo Alto       |CA               |54418         |USA       |41                   |529-555-8530     |487-555-3180   |1980-07-17 00:00:00   |M                |$10K - $30K     |F        |2                |2                      |Partial High School   |1994-10-23 00:00:00   |Normal        |Skilled Manual            |N            |1                |
|# 41   |7769          |62210101248   |Allison       |Dirk      |S.   |968 W Lake Dr.           |Beaverton       |OR               |18604         |USA       |67                   |949-555-4312     |775-555-6819   |1976-11-09 00:00:00   |S                |$10K - $30K     |M        |0                |0                      |Partial High School   |1993-07-02 00:00:00   |Normal        |Skilled Manual            |N            |1                |
|# 42   |6791          |53968920576   |Almeida       |Mark      |     |7627 Hidden Oak Ct.      |Sooke           |BC               |57811         |Canada    |101                  |204-555-1774     |624-555-4738   |1959-05-03 00:00:00   |S                |$50K - $70K     |M        |0                |0                      |Bachelors Degree      |1992-09-24 00:00:00   |Golden        |Professional              |Y            |4                |
|# 43   |3931          |31211503616   |Almeida       |Sarah     |     |1661 Miwok Way           |Renton          |WA               |42130         |USA       |73                   |801-555-4409     |935-555-6459   |1948-04-13 00:00:00   |M                |$70K - $90K     |F        |4                |1                      |Bachelors Degree      |1992-08-09 00:00:00   |Bronze        |Management                |Y            |3                |
|# 44   |2726          |22085947392   |Alumbaugh     |Brian     |S.   |561 Lewis Way            |Sooke           |BC               |73329         |Canada    |101                  |236-555-7427     |548-555-7877   |1916-10-14 00:00:00   |M                |$70K - $90K     |M        |3                |3                      |Partial High School   |1994-01-19 00:00:00   |Golden        |Professional              |N            |2                |
|# 45   |4874          |38203797504   |Aluyen        |Mary      |G.   |1671 F St.               |Grossmont       |CA               |94648         |USA       |17                   |457-555-4197     |722-555-7390   |1938-07-11 00:00:00   |M                |$150K +         |F        |4                |4                      |Graduate Degree       |1992-06-16 00:00:00   |Golden        |Professional              |Y            |3                |
|# 46   |1540          |13758354432   |Amador        |Marjorie  |J.   |1889 Carmel Dr           |Grossmont       |CA               |12804         |USA       |17                   |304-555-4782     |547-555-9346   |1938-07-01 00:00:00   |S                |$30K - $50K     |M        |4                |0                      |High School Degree    |1993-06-09 00:00:00   |Bronze        |Manual                    |Y            |2                |
|# 47   |7443          |59339706368   |Amato         |Wellington|J.   |6804 Alovera Road        |San Andres      |DF               |37904         |Mexico    |106                  |793-555-2297     |597-555-6175   |1947-06-17 00:00:00   |M                |$30K - $50K     |M        |4                |1                      |Partial College       |1991-03-16 00:00:00   |Bronze        |Clerical                  |Y            |2                |
|# 48   |4002          |31659755520   |Ambrosine     |Kelly     |     |2380 Abbey Court         |San Andres      |DF               |47721         |Mexico    |106                  |257-555-6548     |853-555-7912   |1960-06-11 00:00:00   |S                |$30K - $50K     |M        |2                |0                      |Partial High School   |1992-08-07 00:00:00   |Bronze        |Skilled Manual            |N            |3                |
|# 49   |6342          |50081804288   |Amerson       |Kari      |J.   |8357 Pheasant Circle     |Grossmont       |CA               |75997         |USA       |17                   |439-555-2027     |989-555-6135   |1939-05-18 00:00:00   |M                |$130K - $150K   |F        |2                |2                      |Bachelors Degree      |1992-02-27 00:00:00   |Silver        |Management                |N            |2                |
|# 50   |1735          |14914799616   |Amidon        |Greg      |R.   |8033 Chaucer Drive       |Sooke           |BC               |80339         |Canada    |101                  |441-555-6986     |860-555-9950   |1955-03-21 00:00:00   |S                |$150K +         |F        |0                |0                      |High School Degree    |1991-01-12 00:00:00   |Silver        |Professional              |Y            |4                |
|# 51   |6296          |49725059072   |Ananos        |Michael   |     |9293 Clear View Circle   |Richmond        |BC               |96959         |Canada    |90                   |847-555-2251     |566-555-2244   |1930-05-26 00:00:00   |M                |$30K - $50K     |M        |1                |1                      |Partial College       |1992-04-06 00:00:00   |Bronze        |Skilled Manual            |Y            |1                |
|# 52   |5326          |41568743424   |Anaya         |Kathryn   |L.   |5236 Clayton Road        |Richmond        |BC               |41094         |Canada    |90                   |428-555-1742     |409-555-4021   |1953-03-25 00:00:00   |M                |$50K - $70K     |M        |0                |0                      |Bachelors Degree      |1990-06-04 00:00:00   |Bronze        |Professional              |N            |3                |
|# 53   |8261          |66763681792   |Andal         |Gertrude  |E.   |3798 Vine Hill Way       |San Jose        |CA               |46541         |USA       |39                   |126-555-4528     |238-555-7949   |1953-06-13 00:00:00   |S                |$90K - $110K    |F        |4                |0                      |Graduate Degree       |1992-11-14 00:00:00   |Silver        |Professional              |Y            |4                |
|# 54   |4317          |34005909504   |Andersen      |Bernadette|     |8753 Black Walnut Ct.    |San Andres      |DF               |61817         |Mexico    |106                  |401-555-8457     |182-555-4707   |1945-01-19 00:00:00   |M                |$30K - $50K     |F        |2                |2                      |High School Degree    |1992-10-03 00:00:00   |Normal        |Manual                    |N            |2                |
|# 55   |4741          |37249302528   |Anderson      |Elaina    |M.   |7822 Mt. Tamalpais Place |Sooke           |BC               |56544         |Canada    |101                  |885-555-6710     |758-555-6474   |1923-09-25 00:00:00   |S                |$150K +         |M        |5                |0                      |Graduate Degree       |1993-09-08 00:00:00   |Silver        |Professional              |N            |3                |
|# 56   |6398          |50602459136   |Anderson      |Erika     |     |8148 W. Lake Dr.         |Beaverton       |OR               |44938         |USA       |67                   |565-555-3406     |546-555-5684   |1978-09-03 00:00:00   |S                |$10K - $30K     |F        |1                |0                      |Partial High School   |1991-05-19 00:00:00   |Normal        |Skilled Manual            |N            |2                |
|# 57   |5906          |46358888448   |Anderson      |Joshua    |J.   |8481 Zartop Street       |Kirkland        |WA               |18222         |USA       |63                   |226-555-9943     |822-555-2307   |1943-04-08 00:00:00   |M                |$50K - $70K     |M        |3                |3                      |Bachelors Degree      |1993-11-25 00:00:00   |Golden        |Professional              |Y            |3                |
|# 58   |8850          |72270725120   |Anderson      |Lisa      |M.   |7290 Sweeney Road        |Beaverton       |OR               |81173         |USA       |67                   |262-555-4642     |858-555-6006   |1936-01-20 00:00:00   |M                |$30K - $50K     |F        |1                |1                      |High School Degree    |1993-06-24 00:00:00   |Bronze        |Skilled Manual            |N            |1                |
|# 59   |7631          |61084626944   |Anderson      |Michael   |A.   |1211 Sherry Circle       |Redwood City    |CA               |47178         |USA       |45                   |258-555-3075     |108-555-4211   |1926-10-12 00:00:00   |S                |$30K - $50K     |F        |5                |0                      |High School Degree    |1993-11-21 00:00:00   |Bronze        |Skilled Manual            |Y            |1                |
|# 60   |4626          |36342210560   |Anderson      |Ron       |     |4171 Miller Avenue       |Woodland Hills  |CA               |98917         |USA       |62                   |219-555-9326     |815-555-1690   |1968-05-21 00:00:00   |S                |$110K - $130K   |F        |1                |0                      |Graduate Degree       |1990-06-24 00:00:00   |Bronze        |Professional              |Y            |1                |
|# 61   |8863          |72531001344   |Anderson      |Sonja     |     |194 Barberry Court         |Santa Monica    |CA               |11045         |USA       |49                   |625-555-8790     |475-555-9926   |1919-09-09 00:00:00   |M                |$70K - $90K     |F        |2                |1                      |Bachelors Degree      |1993-10-03 00:00:00   |Bronze        |Professional              |N            |3                |
|# 62   |10000         |84548624384   |Andis         |Matthew   |     |6446 Mt. Olivet Place      |Mexico City     |Mexico           |67892         |Mexico    |2                    |488-555-3222     |776-555-5043   |1963-09-03 00:00:00   |S                |$10K - $30K     |F        |5                |0                      |Partial High School   |1994-08-13 00:00:00   |Bronze        |Skilled Manual            |N            |1                |
|# 63   |3356          |26743953408   |Angelbeck     |Erin      |     |2728 Clemson Court         |Oak Bay         |BC               |97236         |Canada    |99                   |943-555-3757     |617-555-6493   |1919-09-04 00:00:00   |M                |$70K - $90K     |M        |5                |5                      |Bachelors Degree      |1992-07-11 00:00:00   |Normal        |Professional              |Y            |3                |
|# 64   |8904          |73070002176   |Angella       |Frank     |     |8316 La Salle St.          |Tixapan         |DF               |56635         |Mexico    |107                  |420-555-6502     |378-555-1152   |1943-06-10 00:00:00   |S                |$30K - $50K     |F        |1                |0                      |High School Degree    |1991-03-27 00:00:00   |Golden        |Skilled Manual            |N            |1                |
|# 65   |8036          |64494174208   |Angella       |Jeremy    |A.   |1753 Camby Rd.             |Richmond        |BC               |97413         |Canada    |90                   |912-555-7823     |916-555-8730   |1974-12-05 00:00:00   |S                |$70K - $90K     |M        |0                |0                      |Partial High School   |1992-04-18 00:00:00   |Normal        |Management                |Y            |3                |
|# 66   |2072          |17402081280   |Anselmo       |Ana       |M.   |1487 Santa Fe              |Oak Bay         |BC               |97955         |Canada    |99                   |915-555-9195     |634-555-9187   |1929-04-04 00:00:00   |S                |$30K - $50K     |F        |1                |0                      |High School Degree    |1991-07-10 00:00:00   |Bronze        |Skilled Manual            |N            |3                |
|# 67   |3105          |24922030080   |Antionio      |James     |M    |1805 Gallagher Circle      |Burien          |WA               |96775         |USA       |74                   |394-555-8397     |551-555-9076   |1937-09-25 00:00:00   |S                |$30K - $50K     |M        |4                |0                      |Partial College       |1994-01-12 00:00:00   |Bronze        |Clerical                  |N            |3                |
|# 68   |6980          |55589130240   |Anton         |Pamela    |S.   |3783 Terra Calitina        |San Jose        |CA               |90145         |USA       |39                   |727-555-5379     |731-555-6286   |1916-10-20 00:00:00   |M                |$10K - $30K     |F        |1                |0                      |Partial High School   |1991-11-23 00:00:00   |Normal        |Skilled Manual            |N            |1                |
|# 69   |3515          |28010326016   |Antonio       |Mark      |A.   |8229 Crawford Street       |Redwood City    |CA               |47490         |USA       |45                   |326-555-1518     |461-555-3568   |1962-06-01 00:00:00   |M                |$30K - $50K     |F        |2                |2                      |High School Degree    |1991-07-14 00:00:00   |Bronze        |Skilled Manual            |Y            |3                |
|# 70   |4407          |34684948480   |Antonioni     |Rodney    |L.   |9941 Roanwood Way          |Los Angeles     |CA               |37663         |USA       |3                    |193-555-9576     |613-555-3540   |1936-10-04 00:00:00   |S                |$30K - $50K     |M        |3                |0                      |High School Degree    |1990-04-11 00:00:00   |Silver        |Manual                    |N            |2                |
|# 71   |4484          |35261698048   |Antonucci     |Jon       |T.   |4022 H Pine Creek Way      |Burien          |WA               |21647         |USA       |74                   |782-555-9146     |125-555-4710   |1967-07-06 00:00:00   |M                |$50K - $70K     |M        |3                |3                      |Bachelors Degree      |1991-05-11 00:00:00   |Silver        |Management                |Y            |2                |
|# 72   |2821          |22770796544   |Aparisio      |Richard   |     |8345 Orangewood Ave.       |West Covina     |CA               |89883         |USA       |60                   |543-555-3894     |416-555-3658   |1979-04-19 00:00:00   |M                |$90K - $110K    |F        |1                |0                      |Partial High School   |1991-05-16 00:00:00   |Bronze        |Professional              |N            |2                |
|# 73   |2738          |22178183168   |Applegate     |Donna     |L.   |8480 Zartop Street         |Renton          |WA               |71702         |USA       |73                   |309-555-7568     |905-555-8932   |1943-06-02 00:00:00   |M                |$30K - $50K     |F        |3                |3                      |High School Degree    |1993-04-27 00:00:00   |Golden        |Manual                    |Y            |3                |
|# 74   |9385          |78151671808   |Applehans     |Matthew   |A.   |4283 Oak Rd.               |Grossmont       |CA               |96945         |USA       |17                   |204-555-5112     |931-555-7619   |1960-08-03 00:00:00   |M                |$10K - $30K     |M        |2                |1                      |Partial High School   |1992-02-24 00:00:00   |Normal        |Skilled Manual            |Y            |1                |
|# 75   |8313          |67202740224   |Arbeck        |Barbara   |     |1372 Quartermaster         |Palo Alto       |CA               |87276         |USA       |41                   |977-555-3132     |804-555-5639   |1918-06-05 00:00:00   |M                |$30K - $50K     |M        |3                |3                      |Partial College       |1991-03-04 00:00:00   |Normal        |Skilled Manual            |Y            |4                |
|# 76   |2956          |23798634496   |Archilla      |Glenna    |J.   |2876 Morgan Territory Road |Woodland Hills  |CA               |21620         |USA       |62                   |962-555-2310     |635-555-5046   |1937-03-08 00:00:00   |M                |$110K - $130K   |F        |1                |1                      |High School Degree    |1993-09-01 00:00:00   |Bronze        |Professional              |Y            |4                |
|# 77   |4308          |33937133568   |Archuleta     |George    |W.   |9684 Morello Heights Circle|Sooke           |BC               |89452         |Canada    |101                  |677-555-6533     |680-555-7440   |1962-08-15 00:00:00   |S                |$50K - $70K     |F        |2                |0                      |High School Degree    |1992-07-27 00:00:00   |Bronze        |Skilled Manual            |N            |1                |
|# 78   |2868          |23189381120   |Archuletta    |Alice     |     |9297 Mauna Kea Court       |Tixapan         |DF               |20278         |Mexico    |107                  |725-555-7516     |728-555-8423   |1956-01-26 00:00:00   |M                |$130K - $150K   |M        |1                |0                      |High School Degree    |1990-09-15 00:00:00   |Bronze        |Professional              |N            |3                |
|# 79   |4442          |34868224000   |Archuletta    |Willa     |D.   |3965 Stony Hill Circle     |Renton          |WA               |23647         |USA       |73                   |592-555-4775     |857-555-7968   |1953-04-25 00:00:00   |M                |$90K - $110K    |F        |1                |1                      |High School Degree    |1991-11-15 00:00:00   |Silver        |Professional              |Y            |4                |
|# 80   |2845          |22983628800   |Ard           |Lela      |     |1301 Northstar Drive       |Oak Bay         |BC               |61577         |Canada    |99                   |583-555-1523     |125-555-3116   |1976-03-21 00:00:00   |S                |$10K - $30K     |F        |3                |0                      |Partial High School   |1992-12-11 00:00:00   |Bronze        |Manual                    |Y            |1                |
|# 81   |3540          |28185237504   |Ardon         |Monica     |     |2934 Treat Blvd            |Grossmont       |CA               |65597         |USA       |17                   |878-555-7812     |881-555-8719   |1969-08-22 00:00:00   |S                |$50K - $70K     |M        |3                |0                      |Partial College       |1993-10-04 00:00:00   |Bronze        |Clerical                  |Y            |2                |
|# 82   |4577          |36028194816   |Argenal       |George     |L.   |7225 Newell Ave.           |San Jose        |CA               |77472         |USA       |39                   |105-555-3913     |501-555-8248   |1950-08-20 00:00:00   |M                |$30K - $50K     |F        |0                |0                      |Partial College       |1993-04-21 00:00:00   |Bronze        |Skilled Manual            |N            |2                |
|# 83   |10155         |86080831488   |Argo          |Alicia     |E.   |3332 Green Valley Road     |Palo Alto       |CA               |39819         |USA       |41                   |869-555-8673     |104-555-1723   |1966-11-04 00:00:00   |M                |$30K - $50K     |F        |0                |0                      |High School Degree    |1994-11-02 00:00:00   |Bronze        |Skilled Manual            |Y            |2                |
