100;DSROZU;ADIFAGXVLE;9819092436 Dell Way;;NKDMMCI;ND;82944;US;1;ADIFAGXVLE@dell.com;9819092436;2;9138455869164320;2012/04;user5003;password;68;100000;F
101;EVUXDL;ADJKDIKNOK;2402163629 Dell Way;;KVPKXZL;CO;14705;US;1;ADJKDIKNOK@dell.com;2402163629;5;1985716196708381;2010/06;user3934;password;23;80000;F
105;TBIHFF;ADMTENLWVV;9497200876 Dell Way;;HHGCMVG;DE;17181;US;1;ADMTENLWVV@dell.com;9497200876;5;8824372060131282;2008/04;user1245;password;47;100000;F
106;NISQNU;ADNWUZKIDP;1576003103 Dell Way;;HROAGTQ;AK;72123;US;1;ADNWUZKIDP@dell.com;1576003103;4;7578661992680282;2010/05;user5984;password;42;100000;M
111;RKEUGE;ADSAOUQNHR;3278960858 Dell Way;;PGYRGZA;TN;85675;US;1;ADSAOUQNHR@dell.com;3278960858;5;3365974019747227;2009/10;user6682;password;75;100000;F
125;DFRGYB;AEHHEGFKOQ;5326901260 Dell Way;;FGYYWYE;CO;92138;US;1;AEHHEGFKOQ@dell.com;5326901260;3;8293624880257995;2008/12;user6987;password;44;40000;F
128;JGGSDP;AEIJHWDBDH;4879699862 Dell Way;;PTBCREF;IL;46384;US;1;AEIJHWDBDH@dell.com;4879699862;3;8009290348272771;2008/09;user6739;password;41;40000;M
129;USDPHZ;AEIRGYHUZX;7449261957 Dell Way;;KGXAFWU;CO;69645;US;1;AEIRGYHUZX@dell.com;7449261957;5;7803766577038915;2008/04;user5643;password;70;100000;F
134;CCDCVH;AENBUCWVDN;7659344910 Dell Way;;RCBJTJJ;TN;30928;US;1;AENBUCWVDN@dell.com;7659344910;5;8155276870355011;2009/12;user2922;password;29;40000;F
139;GHDKWQ;AERWABPCDM;8503558785 Dell Way;;JVDMDXX;VT;33288;US;1;AERWABPCDM@dell.com;8503558785;4;5396213699132204;2008/12;user7736;password;28;40000;F
140;HDNZWH;AETBEZNEZS;1513486435 Dell Way;;PSMCRFJ;RI;40104;US;1;AETBEZNEZS@dell.com;1513486435;2;5840217979624868;2011/02;user277;password;43;100000;F
141;MMDRUZ;AEVWAAKEBE;4445705938 Dell Way;;BAKNASJ;WY;29744;US;1;AEVWAAKEBE@dell.com;4445705938;5;1873367438092827;2008/06;user4441;password;36;60000;M
142;UQMEXB;AEWTFBDLNO;1315562288 Dell Way;;FYFDRSK;MD;89924;US;1;AEWTFBDLNO@dell.com;1315562288;2;8244375143200160;2010/07;user4899;password;77;40000;F
150;FIIWRA;AFAXRVZRQS;7217675840 Dell Way;;DEFPURE;RI;59419;US;1;AFAXRVZRQS@dell.com;7217675840;2;6172735567670316;2012/05;user9121;password;52;20000;M
152;WOJUUF;AFDLOZMLCQ;2893448398 Dell Way;;RGWPYVT;WA;94886;US;1;AFDLOZMLCQ@dell.com;2893448398;2;4719924091361463;2009/11;user1021;password;26;20000;F
156;ALJQWC;AFEPFEDQMS;4734465700 Dell Way;;MFZYEBD;KY;14573;US;1;AFEPFEDQMS@dell.com;4734465700;2;5660945201758296;2010/10;user7345;password;88;80000;F
163;PBXRNK;AFKDONPPPB;7880361602 Dell Way;;IYGGQDY;ID;23534;US;1;AFKDONPPPB@dell.com;7880361602;3;4221504080574960;2008/11;user7118;password;90;80000;M
165;FLKKWL;AFKMJMXZCK;7909001233 Dell Way;;JXDVNWY;NY;63250;US;1;AFKMJMXZCK@dell.com;7909001233;3;8637936526909471;2008/11;user4287;password;87;40000;F
168;YZEBNZ;AFNIGHQPQR;7891823607 Dell Way;;QKAIVTH;IL;71084;US;1;AFNIGHQPQR@dell.com;7891823607;4;5818621176294983;2010/12;user3082;password;58;60000;M
173;LNMWEU;AFQEZDDIRN;3430798351 Dell Way;;FPEEVZE;NH;60355;US;1;AFQEZDDIRN@dell.com;3430798351;1;4918592069298029;2012/04;user4367;password;38;40000;M
175;GGRUQC;AFQYJRYMIB;6036190723 Dell Way;;FVAXKJX;KS;54934;US;1;AFQYJRYMIB@dell.com;6036190723;3;3211065368261188;2012/08;user1288;password;64;20000;M
178;EBDPXQ;AFSBGGDUML;4166007294 Dell Way;;LXFQQWL;IA;58703;US;1;AFSBGGDUML@dell.com;4166007294;3;7263906084932388;2011/03;user4066;password;72;100000;F
181;RKSJUK;AFVKAIZAIS;7516111000 Dell Way;;ZUONGVZ;NC;65010;US;1;AFVKAIZAIS@dell.com;7516111000;5;7572481592185796;2010/12;user9695;password;71;20000;F
182;EVCHXB;AFWLXNENXT;7076221514 Dell Way;;UDLVTOR;MD;32760;US;1;AFWLXNENXT@dell.com;7076221514;2;6041661515831948;2009/07;user7451;password;44;60000;F
185;XLKEFZ;AFXQMMHVFR;8261508193 Dell Way;;LKOJTYK;MN;15567;US;1;AFXQMMHVFR@dell.com;8261508193;5;2669138757977634;2009/07;user9898;password;19;40000;F
186;EYZWPA;AFZKRONJSI;2574963092 Dell Way;;ZOREVFY;MN;83528;US;1;AFZKRONJSI@dell.com;2574963092;5;8900155428331346;2008/01;user5676;password;49;40000;F
187;GGBUGB;AGAJBTKTOQ;5714012707 Dell Way;;EMWDKHZ;IA;73733;US;1;AGAJBTKTOQ@dell.com;5714012707;1;1861826022621244;2012/12;user4418;password;80;20000;F
188;MNDQDM;AGAQIINSXQ;1089777751 Dell Way;;YQFJIAY;ID;70275;US;1;AGAQIINSXQ@dell.com;1089777751;5;1110464196652174;2011/03;user8743;password;59;40000;M
192;VAWCEX;AGDCPNPNJZ;1912388650 Dell Way;;ORQOHFO;CO;79369;US;1;AGDCPNPNJZ@dell.com;1912388650;2;1135459203738719;2010/10;user87;password;49;40000;M
193;DEXEHY;AGDKKIKJZI;1621556161 Dell Way;;PQZOOHA;MS;82111;US;1;AGDKKIKJZI@dell.com;1621556161;3;2043496867176145;2012/02;user6792;password;42;100000;F
194;HVKXDK;AGEEOWMRGY;1070482409 Dell Way;;JCHKGQW;AL;56177;US;1;AGEEOWMRGY@dell.com;1070482409;4;6488031529821456;2010/09;user8201;password;71;100000;M
198;DQIAAB;AGKJJUXIGL;7589554585 Dell Way;;ELZSBBE;ME;30271;US;1;AGKJJUXIGL@dell.com;7589554585;5;3089318568352610;2008/10;user6039;password;54;40000;F
202;QXESWY;AGMPETVQPM;6857110074 Dell Way;;DQHBZXK;NV;35031;US;1;AGMPETVQPM@dell.com;6857110074;2;6294180321507156;2008/02;user9699;password;44;80000;F
203;PLCUTM;AGMTQLKZWO;5088047748 Dell Way;;TTQWPJI;OR;57603;US;1;AGMTQLKZWO@dell.com;5088047748;3;4297322476748377;2012/09;user1499;password;71;60000;F
212;XPZDXI;AGUHDNAJBV;2996103758 Dell Way;;WVSBVPS;FL;65245;US;1;AGUHDNAJBV@dell.com;2996103758;5;1465987782925367;2009/01;user9192;password;46;40000;M
214;OKUUEB;AGVKGVUJVF;1969235124 Dell Way;;DAXZROH;LA;14671;US;1;AGVKGVUJVF@dell.com;1969235124;1;2521049773786217;2010/06;user905;password;56;20000;M
215;NWZJIK;AGWJYDBUUM;5298144405 Dell Way;;LIIFKUI;TX;80496;US;1;AGWJYDBUUM@dell.com;5298144405;5;1530583690851926;2012/03;user5206;password;24;60000;F
216;WERIED;AGWOEIBXLL;6940471152 Dell Way;;WOCTJVX;NC;15560;US;1;AGWOEIBXLL@dell.com;6940471152;4;1874581120908260;2009/08;user6664;password;31;40000;M
218;KVAXMC;AGXIDCWUAL;3064844433 Dell Way;;CWYBIPU;OR;86147;US;1;AGXIDCWUAL@dell.com;3064844433;2;2089321758598089;2012/07;user7113;password;57;40000;F
224;YODJZG;AHDWTTFQSE;4668196429 Dell Way;;WIXEBUU;VT;76527;US;1;AHDWTTFQSE@dell.com;4668196429;4;7245420803315938;2010/02;user7121;password;84;40000;M
228;DIWWLD;AHHMODYMNK;8214907405 Dell Way;;TGDWNUO;CT;16721;US;1;AHHMODYMNK@dell.com;8214907405;3;7482478656340391;2012/11;user2410;password;49;20000;F
229;BGIHRW;AHJAUGOALQ;8909316274 Dell Way;;RPLUHPU;MN;71397;US;1;AHJAUGOALQ@dell.com;8909316274;2;1535450336989015;2012/02;user2176;password;28;100000;F
232;TCVXRM;AHLTIGGVEB;9662087634 Dell Way;;PAWNIQJ;VT;71723;US;1;AHLTIGGVEB@dell.com;9662087634;3;4359887575265020;2008/06;user9704;password;20;80000;M
236;RAGNSY;AHPPOSLFHF;8667088362 Dell Way;;LTADNHF;MD;33074;US;1;AHPPOSLFHF@dell.com;8667088362;2;8977919084019960;2010/11;user3913;password;18;40000;M
239;QREEAP;AHRTVDHSTD;6852249437 Dell Way;;FKTRUXD;MS;81688;US;1;AHRTVDHSTD@dell.com;6852249437;2;9987411529757084;2010/10;user769;password;53;20000;F
241;QNOCZM;AHULKOCIMH;8988660442 Dell Way;;DCVKPMX;LA;19770;US;1;AHULKOCIMH@dell.com;8988660442;5;2506691594608128;2008/01;user2269;password;72;80000;M
244;LULQCC;AHZJKIOPVE;8240753620 Dell Way;;KMEVMYN;AK;42037;US;1;AHZJKIOPVE@dell.com;8240753620;1;6331719169393182;2009/01;user8028;password;84;100000;M
248;LXJGDC;AIBTOBHBGT;6533686624 Dell Way;;ZTQUSQF;TN;11208;US;1;AIBTOBHBGT@dell.com;6533686624;1;3310271751135588;2008/09;user5411;password;38;60000;M
257;VZGPDV;AIKWPXQSUA;5181008217 Dell Way;;SBQRHTP;IL;31666;US;1;AIKWPXQSUA@dell.com;5181008217;1;4341078743804246;2012/08;user1872;password;29;80000;M
261;HKZGYN;AIUNSPKNPH;5500987337 Dell Way;;HLGPYCT;WA;50439;US;1;AIUNSPKNPH@dell.com;5500987337;1;2617990415077656;2010/11;user8381;password;54;80000;F
262;WMMRUD;AIVESJXLPQ;7074710055 Dell Way;;YSBPMFT;CA;67431;US;1;AIVESJXLPQ@dell.com;7074710055;3;3019985233899206;2012/11;user6825;password;42;80000;F
264;DHYXZD;AIWLKDFZVB;5858133677 Dell Way;;RULQFTD;PA;93058;US;1;AIWLKDFZVB@dell.com;5858133677;4;6400963173713536;2009/10;user3742;password;20;60000;F
265;IFIEES;AIWWGJTGVE;3817767917 Dell Way;;MDZOMRP;GA;77225;US;1;AIWWGJTGVE@dell.com;3817767917;1;2401154825463891;2011/08;user2857;password;73;20000;M
266;XRHPLM;AIXBGVJFBG;6671544209 Dell Way;;UJJZNMC;NM;19528;US;1;AIXBGVJFBG@dell.com;6671544209;1;1157874885480850;2012/03;user1398;password;46;80000;M
271;EWERLO;AJBGJOTFAD;2270497073 Dell Way;;DDSKAFR;MS;17304;US;1;AJBGJOTFAD@dell.com;2270497073;4;7693213976453990;2008/02;user5950;password;42;40000;M
277;WBNLVG;AJHLAJENUO;6306132881 Dell Way;;TCTJTCO;OH;56299;US;1;AJHLAJENUO@dell.com;6306132881;4;7178222683258355;2011/06;user2421;password;35;60000;F
281;CGBLPW;AJMFDGSWMF;9512738255 Dell Way;;WSHZSZD;HI;56992;US;1;AJMFDGSWMF@dell.com;9512738255;5;7399766098707915;2008/03;user7049;password;76;40000;F
282;UUXHGJ;AJOVAJJXMF;4383218355 Dell Way;;BWUDEFV;DC;66101;US;1;AJOVAJJXMF@dell.com;4383218355;2;5243310170713812;2008/09;user1717;password;24;80000;F
288;PXPEAZ;AJQDJEHINN;2630120705 Dell Way;;SNQGHRH;PA;23704;US;1;AJQDJEHINN@dell.com;2630120705;3;9334271866828204;2009/07;user2894;password;27;100000;F
290;XZLZAR;AJSTUMILQV;4759737360 Dell Way;;IUFPUMI;IL;57151;US;1;AJSTUMILQV@dell.com;4759737360;2;5337989596650005;2009/05;user4419;password;67;20000;F
293;CDLIWV;AJUXAXBQXZ;8371391234 Dell Way;;PLWVWIA;IA;31707;US;1;AJUXAXBQXZ@dell.com;8371391234;4;9172629579901696;2010/12;user8095;password;28;80000;F
295;FIWLMY;AJXTSIQIUY;9449899496 Dell Way;;HJGNPRY;RI;15315;US;1;AJXTSIQIUY@dell.com;9449899496;3;6709414306096733;2010/01;user1209;password;38;80000;F
297;ANWVIR;AJYTUOSJDF;8865015824 Dell Way;;CHEEVRX;OH;78840;US;1;AJYTUOSJDF@dell.com;8865015824;2;8252474685199560;2011/09;user9083;password;62;80000;F
310;XMQJCH;AKIYUDDYFW;4061934772 Dell Way;;QEQCIZB;VA;47917;US;1;AKIYUDDYFW@dell.com;4061934772;2;6151254401076586;2010/03;user2018;password;65;60000;M
314;PAXGHJ;AKPBTZWLIF;1006277014 Dell Way;;EMRDOSX;AL;39031;US;1;AKPBTZWLIF@dell.com;1006277014;1;2976541142445057;2010/01;user8009;password;89;100000;F
322;PKITSQ;AKSYJUXHYN;4697981744 Dell Way;;EIPTIYO;MA;15201;US;1;AKSYJUXHYN@dell.com;4697981744;1;4183545974083245;2011/07;user6971;password;82;40000;M
323;SGHYIW;AKTSYSCBJO;4240752714 Dell Way;;JDOXFEX;DE;99123;US;1;AKTSYSCBJO@dell.com;4240752714;5;9316775482147932;2012/09;user173;password;90;80000;M
332;IZLABL;ALEVUMLUIO;3090452350 Dell Way;;DKWEYVB;CO;93162;US;1;ALEVUMLUIO@dell.com;3090452350;2;1611890582367777;2011/03;user4946;password;61;100000;F
336;UJDDFF;ALHMGHSYFM;9933637450 Dell Way;;RLWSLEH;NY;53360;US;1;ALHMGHSYFM@dell.com;9933637450;3;4770165298599750;2008/02;user8717;password;37;100000;M
344;SXBLKH;ALRWLTZNPL;4596989667 Dell Way;;MNBAHZQ;NH;14062;US;1;ALRWLTZNPL@dell.com;4596989667;1;2916492270305753;2011/09;user3451;password;69;40000;M
345;PZNAHC;ALSUGLQPWZ;2997415186 Dell Way;;IFKBRFP;MS;66808;US;1;ALSUGLQPWZ@dell.com;2997415186;1;5727346286643297;2008/10;user7364;password;79;80000;M
347;KGLVWM;ALTQUPEPLZ;2666273320 Dell Way;;CVDXXKK;DC;51160;US;1;ALTQUPEPLZ@dell.com;2666273320;2;1716077525634318;2008/06;user4293;password;87;60000;M
355;NXMOOC;AMCYTDVTJJ;2237861450 Dell Way;;EIOWWCF;TX;44817;US;1;AMCYTDVTJJ@dell.com;2237861450;4;1887451118323952;2008/12;user7891;password;82;60000;M
358;KXXVXA;AMEGZNPORQ;4800714234 Dell Way;;BWLGEJH;CA;66437;US;1;AMEGZNPORQ@dell.com;4800714234;5;9640121394768358;2009/07;user4665;password;79;80000;F
360;NGNDLX;AMHQOGXSRU;3622943372 Dell Way;;CYHOHXP;ND;21112;US;1;AMHQOGXSRU@dell.com;3622943372;4;3308268199674785;2010/06;user4526;password;90;20000;M
363;NCCVJV;AMKIZAACUH;7123837199 Dell Way;;GLVUXOA;TN;79531;US;1;AMKIZAACUH@dell.com;7123837199;2;7061985258013011;2012/04;user3534;password;58;60000;F
364;MDANOM;AMKLXGCPVK;7861542184 Dell Way;;FPKNGCD;KS;57849;US;1;AMKLXGCPVK@dell.com;7861542184;4;8985797708388419;2009/06;user5946;password;55;80000;M
369;PDNNJX;AMNMDNNERT;6017478677 Dell Way;;MJOCYLT;RI;85684;US;1;AMNMDNNERT@dell.com;6017478677;1;5829382458701730;2008/01;user4379;password;28;80000;F
373;WSXUWP;AMPACSGYRX;8301448544 Dell Way;;RQGYHZN;NH;48582;US;1;AMPACSGYRX@dell.com;8301448544;4;9721274662762880;2011/09;user4310;password;56;60000;F
382;EPKFQD;AMVFDBKISZ;7552017163 Dell Way;;IZZIVUG;WI;48504;US;1;AMVFDBKISZ@dell.com;7552017163;5;2135469114407897;2011/06;user7672;password;75;100000;F
383;LVPGXE;AMWSPEATTS;2085518449 Dell Way;;JWWDTDX;CO;24228;US;1;AMWSPEATTS@dell.com;2085518449;1;1016021010465919;2010/05;user9982;password;68;20000;F
385;BKWGWJ;AMYDQZMQFM;5625230905 Dell Way;;DHQKXBA;NV;51199;US;1;AMYDQZMQFM@dell.com;5625230905;3;6208587637171150;2012/05;user9243;password;20;100000;M
386;AAZUWR;AMYFULSJXX;2383111957 Dell Way;;LTIFPVW;OH;85119;US;1;AMYFULSJXX@dell.com;2383111957;5;1244162274524569;2011/12;user3855;password;33;80000;M
388;ASYDFR;ANADHXPUOD;6677712644 Dell Way;;EKYDZII;ND;34532;US;1;ANADHXPUOD@dell.com;6677712644;3;6393936351872981;2009/09;user6068;password;77;40000;F
393;IACNEW;ANJUWMXFHX;8999403347 Dell Way;;WYILEUU;WI;82765;US;1;ANJUWMXFHX@dell.com;8999403347;4;8548180718906225;2011/05;user7681;password;87;20000;F
395;TYPBFL;ANMPXKGIXG;8383840146 Dell Way;;DBAEYLP;ND;43062;US;1;ANMPXKGIXG@dell.com;8383840146;2;7268051078543068;2009/11;user2284;password;18;20000;M
398;UWZSRB;ANOEGBWCMU;4894652088 Dell Way;;NQYCRYI;WY;53222;US;1;ANOEGBWCMU@dell.com;4894652088;1;4518734183162451;2012/10;user5270;password;73;80000;M
400;QPEKXY;ANQOWPTKJW;8337059940 Dell Way;;YTOYIVQ;WA;27496;US;1;ANQOWPTKJW@dell.com;8337059940;5;6758459084667266;2010/01;user2840;password;65;20000;M
405;OTPRLL;ANSLVLZKGX;2320817410 Dell Way;;KWBKHOQ;MS;62095;US;1;ANSLVLZKGX@dell.com;2320817410;5;2342526032123714;2009/10;user6146;password;60;100000;M
406;DZDWXL;ANSPPBSLAI;5681039213 Dell Way;;RYNRQFW;HI;57842;US;1;ANSPPBSLAI@dell.com;5681039213;2;7934007253963501;2012/07;user5524;password;58;20000;M
407;JNBCMQ;ANSYBMXVFZ;3793292751 Dell Way;;SLIZXGE;SC;29807;US;1;ANSYBMXVFZ@dell.com;3793292751;2;9853040975984188;2010/12;user7837;password;79;100000;F
411;ZWRJQZ;ANXYWUHNKQ;5562466921 Dell Way;;NDSMGQG;MD;91257;US;1;ANXYWUHNKQ@dell.com;5562466921;2;8354260535910726;2012/03;user6866;password;88;100000;F
415;WBROHL;AOBWFRYCAV;2364306503 Dell Way;;YFUKMCN;ME;50050;US;1;AOBWFRYCAV@dell.com;2364306503;4;8240718563087285;2009/06;user2597;password;25;40000;M
416;BVGEBE;AOCJNANWUZ;9553397132 Dell Way;;IMUXTHB;SD;29172;US;1;AOCJNANWUZ@dell.com;9553397132;1;3191599139943719;2010/08;user583;password;29;60000;F
428;YIUHIP;AOOGROGJQM;3926344354 Dell Way;;ASBLYKB;TN;25412;US;1;AOOGROGJQM@dell.com;3926344354;4;4123403283301741;2010/02;user1405;password;37;40000;F
430;GIJEZF;AOTWJJYWNM;3707491663 Dell Way;;ETVNJMV;RI;30709;US;1;AOTWJJYWNM@dell.com;3707491663;3;9177731200121344;2008/05;user6374;password;24;40000;M
437;ZFHQYG;AOZISPVTLV;4373653711 Dell Way;;JBARJSL;IA;26953;US;1;AOZISPVTLV@dell.com;4373653711;5;9361335888039322;2009/08;user5681;password;36;40000;M
440;ZLUMMP;APCJCHNAFK;1739015081 Dell Way;;NJPKMYV;IL;84042;US;1;APCJCHNAFK@dell.com;1739015081;4;8445149518549443;2010/08;user1485;password;58;60000;F
458;IQLGVB;APSDLQVKMC;2749138772 Dell Way;;WGOULKL;ID;31022;US;1;APSDLQVKMC@dell.com;2749138772;3;7677260825876147;2009/04;user6190;password;47;60000;M
459;OTYVSR;APSQTILPON;1264610413 Dell Way;;OAVWFZY;HI;51485;US;1;APSQTILPON@dell.com;1264610413;4;1639756420627236;2008/07;user9550;password;86;80000;F
460;RSGNQZ;APSUBDVRWD;2332860654 Dell Way;;ZVIETUP;GA;77268;US;1;APSUBDVRWD@dell.com;2332860654;3;4623946534935385;2012/12;user7762;password;65;60000;M
462;UMPRWK;APTUVBDJIO;2715050703 Dell Way;;ZOSBCQJ;IN;23538;US;1;APTUVBDJIO@dell.com;2715050703;2;2644904676824808;2009/12;user8324;password;79;20000;F
464;QPDBAD;APVPAUNPHQ;4335879943 Dell Way;;HTPTSML;NH;40601;US;1;APVPAUNPHQ@dell.com;4335879943;5;3409706146921963;2010/06;user3107;password;57;40000;F
470;TIUWSN;AQAXKRJDEH;7073254228 Dell Way;;JOABSCW;ME;15051;US;1;AQAXKRJDEH@dell.com;7073254228;5;2911745866760611;2011/03;user9212;password;59;60000;F
476;PWZBMU;AQFHIGOFCT;7344704622 Dell Way;;NTMOTBB;AL;51668;US;1;AQFHIGOFCT@dell.com;7344704622;3;8006333820521832;2012/07;user1699;password;49;60000;F
477;UJIKRX;AQFIOCRXWC;8466998734 Dell Way;;BOUGBHF;IN;91748;US;1;AQFIOCRXWC@dell.com;8466998734;4;2224698107223958;2011/02;user9151;password;36;60000;M
483;HWCSJQ;AQHXNSTRBC;5699436250 Dell Way;;MOMJKKK;AK;86630;US;1;AQHXNSTRBC@dell.com;5699436250;4;5522292036097497;2009/10;user1787;password;38;80000;M
488;IMHHNS;AQQHHQVDOF;9935839142 Dell Way;;SKUZYJW;MI;90223;US;1;AQQHHQVDOF@dell.com;9935839142;2;9958733929321172;2008/04;user9021;password;71;60000;M
490;BPLRCX;AQRFIRTACX;5664254662 Dell Way;;TWEZRLU;ND;11209;US;1;AQRFIRTACX@dell.com;5664254662;4;9790767517406494;2012/12;user7656;password;82;100000;M
494;VJBPIF;AQUIBPLWMR;6316222094 Dell Way;;OAUAEKX;NM;20514;US;1;AQUIBPLWMR@dell.com;6316222094;2;9722611169796438;2009/02;user4333;password;21;20000;M
498;YFZRZW;AQVWRYSPDL;8531088807 Dell Way;;RRKLPJT;KY;59347;US;1;AQVWRYSPDL@dell.com;8531088807;4;3378518778365105;2011/05;user1100;password;74;60000;M
499;NAHLYF;AQWEGZDEIH;3585357494 Dell Way;;KWQKLGI;NJ;14842;US;1;AQWEGZDEIH@dell.com;3585357494;1;9706618217751384;2012/05;user6963;password;46;60000;F
500;DKDAYQ;AQXGKUPUOH;8655592804 Dell Way;;OTNWHQB;NE;35253;US;1;AQXGKUPUOH@dell.com;8655592804;4;8663367279805244;2011/03;user1979;password;39;100000;M
503;UBLQNU;ARAAXVKMTW;6587696717 Dell Way;;ANQUWIO;WY;99749;US;1;ARAAXVKMTW@dell.com;6587696717;1;7342701850458980;2010/11;user1947;password;24;40000;M
504;FZZLWA;ARAOHJMWXB;8012893141 Dell Way;;NZXTHNN;CA;23625;US;1;ARAOHJMWXB@dell.com;8012893141;4;4589842670597136;2012/12;user8363;password;19;20000;M
513;MZAVTY;ARJEQNNONA;3592623573 Dell Way;;XXXOUNK;NC;46636;US;1;ARJEQNNONA@dell.com;3592623573;5;2588964140042662;2010/01;user8794;password;44;20000;F
514;RFHJYE;ARJFHEEUAE;1892639084 Dell Way;;NVKMYIR;OH;61427;US;1;ARJFHEEUAE@dell.com;1892639084;3;9747789996210488;2011/04;user3581;password;34;60000;F
519;QJYUPC;ARMYIEKHPD;2666519450 Dell Way;;DAAKSYJ;KY;98529;US;1;ARMYIEKHPD@dell.com;2666519450;3;7354465067852289;2008/10;user2763;password;21;80000;F
521;GLZFLU;ARNYJHIXMZ;7273083330 Dell Way;;ZRBMYTG;NJ;91044;US;1;ARNYJHIXMZ@dell.com;7273083330;1;3330381491687149;2012/07;user4124;password;21;20000;M
523;SFSAMR;ARPBENWCVY;5485541862 Dell Way;;PIYHXVU;IA;65122;US;1;ARPBENWCVY@dell.com;5485541862;1;2972744676750153;2012/05;user3783;password;45;80000;M
