CustomerID;CustomerState;CustomerSurname;CustomerFirstname
161;Arizona;Pabrislo;Kiesha
162;Missouri;Roskey;Florence
163;Alabama;Balestrieri;Jared
165;Ohio;Quick;Deidre
167;Connecticut;Noble;Francisca
170;Pennsylvania;Avaloz;Bridget
172;New Mexico;Lemay;Thaddaeus
175;North Carolina;Lough;Isaiah
178;Iowa;Stein;Damon
179;South Carolina;Sonneborn;Vonetta
181;Kansas;Gilliam;Goldie
182;Georgia;Realino;Louella
183;Washington;Whipple;Fraidon
184;Kansas;Cortessis;Ingmar
192;Arizona;Quintanilla;Kenis
194;Oklahoma;Austin;Jonathan
195;West Virginia;McKenna;Abdullah
198;Arkansas;Mahlon;Glenmore
199;South Carolina;Borden;Yvonne
201;Kansas;Boven;G. Scott
202;South Dakota;Turkette;Gavino
203;Kentucky;Weiskirch;Doyle
208;Montana;Kuhl;Estella
209;Nevada;Travierso;Salome
210;Texas;Camo;Joanna
217;Texas;Stortstrom;Hakma
219;Iowa;Abram;Angelica
220;Indiana;Jacobsen;Filomena
222;New Jersey;Keith;Victor
225;Arizona;Passig;Jody
228;Kansas;Anselmo;Mehrzad
236;Hawaii;Pacino;Derik
238;New Mexico;Ballantine;Bret
242;New Hampshire;Trubin;Vartkes
244;Nevada;Walcott;Sara
247;North Carolina;Wills;Miguel
250;Hawaii;Doll;Codileigh
252;North Dakota;Sander;Cassandra
256;Georgia;Fray;Mary Ruth
257;Ohio;Terry;Joanna
259;North Dakota;Coursey;Sharon
270;New York;Randall;Edward
271;Arizona;Alstorn;Florianne
276;Colorado;Wheeler;Charity
277;Nebraska;Mixon;Steven
279;Nevada;Bloomberg;Merrill
281;Iowa;Reyes;Blake
289;Georgia;Brummer;Kindra
295;Alaska;Voerge;Brett
298;Maryland;Heaton;Lorraine
299;Kentucky;Etter;Dolores
303;Vermont;Reilly;Kimberley
304;Tennessee;Skeens;Bitty
306;Virginia;Dehaas;Lea Ann
309;New Mexico;Short;Beata
312;Colorado;Winkley;Clair
314;Alaska;Carlock;Hermon
318;Maine;Kasimir;Joe.
319;Delaware;Solarz;Kadija
322;Illinois;Wyatt;Philip
324;Tennessee;Farmer;Audrey
330;Hawaii;Kersten;Reeda
332;Georgia;Meyerhoff;Denyse
334;Massachusetts;Shaw;Burdy
336;North Dakota;Millar;Bonnie
337;Vermont;Stephens;Aranda
338;Nevada;Standafer;Leonora
341;South Dakota;Duran;Donahue
348;Massachusetts;Stralow;Hoa
352;Missouri;Ribal;Virgil
355;Colorado;Comer;Sharon
356;Kansas;Mcauliffe;Marge
361;South Dakota;Topliss;Lyall
365;Missouri;Sorenson;Linton
368;South Carolina;Proetto;Murray
369;Nebraska;Maestas;Rudolph
370;Maine;Mckinley;Stan
371;Georgia;Benoit;Mari
374;Louisiana;Theisen;Selene
376;Utah;Almasie;Dan
377;Montana;Beinfest;M. Diann
379;Alabama;Bogott;Carolyne
380;Illinois;Roth;Jeanene
382;Washington;Briar;Konie
386;California;Aldridge;Siobhan
392;Illinois;Eyster;Blaise
396;New Mexico;Barrera;Dawn
398;Florida;Kiley;Burnis
399;Vermont;Kimball;Eleanor
402;Oregon;Stamison;Kimbra
405;New Jersey;Bicki;Thad
406;Kansas;Devine;Marsha
408;Oregon;Dehart;G. Elaine
409;Pennsylvania;Wellington;Huie Nook Yen
410;Hawaii;Dumont;Patrice
416;New York;Pawloski;Everett
421;Wyoming;Kamley;Davida
422;Wisconsin;Derrickson;Merridee
423;California;Brydonejack;Lemoyne
424;Hawaii;Wimmer;Eleanore
426;Michigan;Gutierrez;Ashlie
428;Nebraska;Pyle;Duane
434;Pennsylvania;Shinn;Matthew
435;Vermont;Burkhardt;Cornelius
436;Alaska;Mighaud;Diane
437;Kansas;Olguin;Erica
442;Ohio;Maydew;Tarryn
443;Idaho;Lewin;Arthenia
447;Idaho;Rhodes;Epifanio
449;Wisconsin;Trau;Monita
459;Utah;Murphy;Mauricio
461;Nevada;Batten;Danita
463;Utah;Dominica;Ritchie
465;California;Stedillie;Tommy
468;New Mexico;Thorne;Tomas
469;North Dakota;Yeo;Junior
473;Illinois;Marshall;Casilda
474;Virginia;Yashar;Iwona
478;Kansas;Hyde;Charlemagne
480;Michigan;Hughs;Cali
481;Hawaii;Turcios;Larasa
484;Montana;Miner;JoAnne
485;Utah;Abdulla;Mary Beth
486;Hawaii;Bergethon;Stephen
490;Massachusetts;Tyree;Terry
493;Indiana;Saxena;Juanita
495;Ohio;Kaddy;Marsha
496;Michigan;Skultety;Jillian
498;Louisiana;Balchuck;Eileen
499;Rhode Island;Gilliat;Betty
506;California;Schultheis;Palmer
510;Hawaii;Sprangs;Luther
511;Wisconsin;Stengel;Tawnya
517;Iowa;Sands;Zelma
519;Oklahoma;Tolle;Nellie Jean
520;Arkansas;Kesteman;Neioa
526;Minnesota;Cohn;Dean
529;Colorado;Simon;Colette
530;Idaho;Tabor;Becky
533;Tennessee;Remine;Lucile
534;Kansas;Berkebile;Cathryn
536;Hawaii;Morris;Tonya
537;Nebraska;Vlass;Nicole
538;California;Gunther;Arabelle
541;North Dakota;Murray;Estrella
542;Ohio;Gabriel;Barton
543;Florida;Youngblood;Patricia Andie
544;Colorado;Calicura;Thadeus
547;Delaware;Nolan;Sandra
550;Wyoming;Mason;Danae
554;Connecticut;Reardon;Jason
555;Maine;Gram;Barbra
556;Oregon;Biachi;Brendan
558;Hawaii;Bryant;Maudlyn
559;Iowa;Rodrick;Sheree
562;Indiana;Strong;Dora
566;Mississippi;Chamberlin;Mehrzad
569;Washington;Keeter;Irving
570;New Hampshire;Gustafson;Louanna
575;Alaska;McMurray;Kristin
578;Idaho;Chacon;Nathan
580;Idaho;Garrison;Josetta
582;North Dakota;Clay;Erryn
584;Virginia;Viggiano;Ebony
587;Tennessee;Tysor;Terrell
588;Colorado;Roundtree;Maudlyn
589;Georgia;Guardamondo;Anastacio
593;Alabama;Crowell;Bunny
599;California;William;Vina
601;Massachusetts;Frongillo;Neioa
607;Indiana;Cossairt;Billilyn
608;Nebraska;Budig;Baha
609;Virginia;Tedesco;Jeanene
614;Vermont;Bentley;M.
617;Arkansas;Kruse;Mouloud
620;Kansas;Cataldo;Wiley
621;Hawaii;Lundy;Sepideh
622;New Hampshire;Darrow;Abel
624;Indiana;Decker;Jimmy
628;Montana;Bura;Burt
632;Massachusetts;Denecia;Eveline
637;Mississippi;Vanzwol;Elke
638;Connecticut;Buesch;Whitney
640;Louisiana;Dorsch;Fred
647;Nevada;Tallmadge;Maryanne
650;Washington;Ghysels;Abdullah
651;Ohio;Jahn;Marilynn
652;Massachusetts;Ready;Betty Lou
653;Louisiana;Melville;Clark
655;Montana;Mattlin;M.
657;Washington;Stensvold;Zina
660;Arkansas;Reed;Horst
662;Nevada;Martz;Howard
663;South Dakota;Neuhauser;Renato
668;Alaska;Pelcher;Niki
669;Maryland;Abreu;Fahim
670;North Dakota;Tracy;Rosetta
672;Georgia;Morrison;R. Morgan
673;New Jersey;Trent;Philippa
678;Florida;Wisner;Bessie
680;Kansas;Carbajal;Julieanna
687;Illinois;Masinton;Deirdre
690;Mississippi;Moening;Meredith
695;South Carolina;Bolton;Rosa
697;New Mexico;Wedekind;Kathryn (Katie) E
698;North Carolina;Rajasekhar;Chrisie
699;West Virginia;Prodes;Ellen
702;New Hampshire;Pederson;Selena
707;Massachusetts;Beavers;Marie
708;Washington;Leck;Chuck
709;Delaware;Huget;Loutie
710;Oregon;Block;Rory
719;Pennsylvania;Bielawski;Ruby Kaye
722;Oklahoma;Staloch;Jeffry
724;Kansas;Vale;Lainie
730;Oregon;Vanderlinden;Samuel
732;New Mexico;Posa;Abbie
734;Alabama;Cellini;Lon
735;Georgia;De Carlo;Walter
739;Mississippi;Wan;L. Albert
740;Colorado;Haste;LaVon
742;Utah;Byers;Ina
744;Illinois;Ashe;Cora
746;Wisconsin;Reynolds;Chanin
750;Ohio;Swaffar;Rafael
754;South Dakota;Conkel;Mickey
755;Wyoming;Fenster;Mario
759;Massachusetts;Wysocki;Delores
760;Mississippi;Petersen;Sheila
771;Wyoming;Kidd;Tranquilino
774;Maine;Talyat;Zachary
778;Rhode Island;Cichon;Elza
780;Idaho;Power;Lauri
782;Hawaii;Knobel;Shirley
783;Vermont;Jahn;Alan
786;Georgia;Wehmhoff;Shawna
788;Minnesota;Clemens;Aleah
789;Iowa;Bacalzo;Joy
790;South Carolina;Telson;Jessamyn
793;Delaware;Friedland;Henri
795;Nevada;Narberes;Homer
798;New Hampshire;Arko;Tracy
802;Nevada;Calicura;Otilia
807;Oklahoma;Gibson;Wellington
810;Tennessee;Mcveigh;Alfonso
811;New Mexico;Seamans;Wesley
812;Washington;Van Meter;Lindsey
813;Idaho;Riggio;Kiel
819;New Hampshire;Nelms;Salima
820;Alaska;Waller;Natasha
821;Idaho;Redman;Sherry Lee
831;Hawaii;Bjork;Shaun
832;New York;Portus;Dawn
835;Oklahoma;Kuhlman;Mattie
836;Oklahoma;Barrett;Theodore
838;Nebraska;Hall;Katrin
843;Missouri;Gold;Marliss
845;New Hampshire;Suffin;Christel
848;Idaho;Rowland;Jan
849;Nevada;Palmieri;Walker
851;Minnesota;Broaddus;Marcia
855;Maryland;Makle;Priscilla
856;Georgia;Marchman;Phyillis
858;New Mexico;Gayheart;Ordean
860;Wisconsin;Koloss;Nikki
864;New York;Raymond;Carie
866;Kentucky;Trost;Trevor
869;Nebraska;Theriault;Karen
870;New Mexico;Speck;Jennings
872;Rhode Island;Remine;Myra
873;Indiana;Zugelder;Myriam
874;West Virginia;Reimer;Lawanda
881;Pennsylvania;Woodruff;Morgan
883;Hawaii;Francis;Fred
885;Delaware;Paepke;Mauricio
886;Georgia;Letson;Masaharu
887;Washington;Vialpaude;Suzy
888;Arizona;Lovato;Mae
892;Connecticut;Archie;Ordean
894;Oklahoma;Wilks;Ebony
899;Nevada;Castorena;Tish
902;Rhode Island;None;Mattie
904;South Carolina;Tejan;Birgitta
907;North Carolina;Newcome;Wilma
913;Arizona;Vasilauskas;Daricia
917;Idaho;Slaten;Kenis
922;Florida;Lundblade;Barbra
923;Vermont;Huffman;Sherena
924;Arizona;Stupnik;Jerrie
927;Alabama;Roldan;Mariano
931;New Hampshire;Bental;Alex
933;Hawaii;Kirby;Justine
934;Maine;Gulick;Tanisha
937;Virginia;Eichorn;Priscilla
941;Wisconsin;Caulfield;Beatrix
942;New York;Easton;Bitty
944;Kansas;Boggs;Williams
945;Maryland;Maye;Betti
946;Georgia;Liggett;Son
949;Utah;Ambrosine;Gerry
951;Arizona;Kelly;Maxine
953;Maryland;Boyle;Antamine
954;New Jersey;Cancilla;Veronika
959;Maine;Barile;Misty
960;Delaware;Vanderbout;Marilee
965;Nevada;Borton;Marianna
968;Arizona;Sheahan;Ila
971;North Dakota;Flagg;Harlis
972;Indiana;Testa;Perpetua
973;Maryland;Idelson;Erelyn
975;Maryland;Damstra;Weston
976;Tennessee;Record;Elise
980;Nevada;McKenney;Jess
982;Indiana;Banuelos;Ruby Kaye
991;North Dakota;Austin;Sylvia
995;Rhode Island;Otey;Nichole
999;Connecticut;Ure;Danae
1000;Minnesota;Senak;L. Paul
1002;Wisconsin;Panepinto;Loraine
1009;Florida;Ranch;Sherea
1015;New Mexico;Quisenberry;Leila
1018;Michigan;Desai;Carlo
1022;Florida;Winter;Alma
1024;Kansas;Manke;Devin
1029;Alabama;Peterson;Madeline
1030;South Dakota;Stein;Billie
1032;North Carolina;Burris;Carl Bryant
1034;New York;Magenheimer;Parmer
1035;Maine;Keiser;Abbie
1041;Arizona;Barnette;Codileigh
1042;Arkansas;Rickhoff;Mary Ann
1044;Massachusetts;Braningan;Monita
1051;Michigan;Turpin;Neal
1056;North Carolina;Gann;Kathi
1057;Pennsylvania;Calleja;Selina
1058;Tennessee;Rose, Jr.;Lindy
1063;Michigan;Fahlenkamp;Lilly
1064;Oregon;Walcott;Viva
1067;Arizona;Donaldson;Daphne
1077;Idaho;Trout;Darrin
1080;Arkansas;Payne;Jade
1086;Wisconsin;Wauldon;Shona
1091;New Mexico;Palser;Dennis
1092;Louisiana;Buckhaults;Ruthe
1094;Pennsylvania;Clouse;Corey
1097;New Mexico;Cammon;Kayla
1098;Louisiana;Chamber;Dyana
1099;Washington;Helen;Abdullah
1100;West Virginia;Gunther;Jamie
1111;Oregon;Hollar;Cardona
1112;New York;Brewer;Coba
1116;Nebraska;Stultz;Colette
1118;New Jersey;Masser;Alice
1121;Mississippi;Weinert;Baha
1124;Maine;Hyland;Dalene
1129;Mississippi;Whitehouse;Deann
1130;Alabama;Montano;Selma
1131;Idaho;Casbon;Rosealee
1138;New Jersey;Weihing;Polly
1140;Mississippi;Callaway;Rudy
1142;Arizona;Giles;Joe
1143;Connecticut;Rhoads;Sydney
1144;Colorado;Liff;Marcelina
1152;Alabama;Kactus;Salvator
1153;Maine;Pica;Linda
1154;Nevada;Aplanalp;Pamala
1155;South Dakota;Bourret;Estrella
1156;Nevada;Cetin;Nordyn
1158;South Dakota;Raebel;Jeanette
1160;Wyoming;Boreni;Angel
1163;New Jersey;Verdadero;Adienne
1164;Maine;Claypool;Paige
1167;Minnesota;Scarbrough;Ricky
1168;Kentucky;Tresca;Bernice
1173;Maine;Lapierre;Kenton
1177;Nevada;Stives;Art
1180;Montana;McClung;Lyalia
1183;Oregon;Chard;Randee
1184;Arkansas;Mingee;Rubi
1185;Louisiana;Minjarez;Gavin
1190;New Hampshire;Cantu;Conley
1192;Massachusetts;Penington;Anamarie
1197;Mississippi;Woodrow;Frances
1200;Nevada;Beller;Leota
1203;Oregon;Colombo;Ada
1207;Vermont;Jarratt;Jennings
1212;Iowa;Kennet;Elenore
1213;Washington;Ison;Hilda
1215;West Virginia;Burbank;Erelyn
1216;Alabama;Walcott;Goble
1221;Utah;Hagan;Raliegh
1223;Ohio;Wauldon;Olivia
1225;Alaska;Gandette;Trina
1234;New Jersey;Bernbaun;Jade
1239;Ohio;Caldoron;Betty Jo
1243;New York;Zefeldt;Erryn
1244;Mississippi;Marinelli;Micheline
1245;Missouri;Verma;Melanie
1251;New Jersey;Perko;Kadija
1252;Louisiana;Ashley;Nanette
1255;Texas;Bertucci;Wallace
1259;North Carolina;Adalat;Elza
1263;Louisiana;Salo;Maila
1265;Illinois;Hirota;Philip
1274;New York;Bowles;Debbye
1286;New Hampshire;McDermitt;Karen
1293;Illinois;Nielsen;J. Alvin
1297;New Mexico;Sharp;Maxwell
1298;Hawaii;Harriman;Deanna
1305;Hawaii;Irelan;Kendrick
1307;Florida;Hoaher;Ali
1311;Nevada;Luks;Mereeda
1312;Rhode Island;Hagen;Constance
1314;Ohio;Hanavan;Eileen
1315;Arkansas;Walbridge;G. Elaine
1316;Arizona;Shintani;Donahue
1320;Massachusetts;Huckaby;Simon
1321;Utah;Frankmore;Jacquelin
1323;Wyoming;Avis;Arthur
1328;Connecticut;Gancel;Alexander
1336;Massachusetts;Kagan;Gayesandra
1337;Louisiana;Bowers;Foster
1339;Oregon;Stensvold;Lou
1341;Mississippi;Srock;Rima
1342;Alaska;Kassab;Ben
1351;Georgia;Easton;Reeda
1352;Kentucky;Weibert;Inge
1353;Idaho;Fults;Marcus
1360;Indiana;Shub;Dottie
1363;Wyoming;Runyon;Masaharu
1367;South Carolina;Luke;Onita
1369;Louisiana;Arrigo;Patrice
1370;New York;Rocconi;Gunar
1375;Idaho;Delhay;Johanna
1379;Connecticut;Deaton;Lorelei
1385;Montana;Kowalewski;Johann
1387;Alaska;Coter;Roselie
1390;West Virginia;Standridge;Eula
1391;North Dakota;Tubis;Efraim
1393;Kentucky;Fitzi;Leroy
1395;New Jersey;Ranniger;Gilma
1400;Texas;Meece;Merry
1401;Oklahoma;Merritt;Darlene
1402;Nevada;Case;Molly
1405;Virginia;Jacobsen;Meriann
1407;Wisconsin;Banich;Melvin
1416;Maryland;Wimer;Marwan
1418;Wisconsin;Tinder;Matt
1422;Illinois;Close;Karma
1423;Vermont;Sayre;Mary Francis
1426;Washington;Urias;Dyana
1428;Louisiana;Dugan;Loyd
1434;New Jersey;Barrin;Vikki
1435;New Jersey;Hammer;Yolanda
1437;West Virginia;Lindall;Hudson
1440;Ohio;Spirek;Eva
1442;Maryland;Jarvis;Ginny
1446;California;Feeney;Alexander
1447;South Dakota;Aguilliar;Zoey
1448;New York;Bradshaw;Zeev
1451;Illinois;Tapia;Marcial
1455;Michigan;Brady;Margurite
1459;Vermont;Urrutia;Myreda
1464;Georgia;Arazia;Kate
1468;Connecticut;Quinones;Talmadge
1469;Montana;Liven;Reina
1470;Wisconsin;Vilgil;Kittie
1472;Michigan;Miles;Carol
1473;Alabama;Villaluz;Katerina
1475;Maine;Andal;H.
1476;Illinois;Mixon;Tanisha
1477;Texas;Petranoff;Emmett
1478;New Jersey;Von Strahl;Lucy
1479;Oregon;Inman;Ofelia
1481;Virginia;Sinnamon;Steven
1482;Idaho;Crisp;Gene
1485;Iowa;Oreskovich;Elayne
1487;Ohio;Lowry;Neioa
1496;Minnesota;Skelly;Winifred
1498;Vermont;Thompson;Morton
1501;Arizona;Yonce;Raj
1503;Montana;Mestaz;Alvin
1504;Alaska;Oneill;Louella
1505;Vermont;Mcdonald;Marianna
1508;Oregon;Blackstock;Sheldon
1509;California;Cicerelli;Joshua
1510;Oregon;Mcauliffe;Andrew
1512;Missouri;Tays;Leshu
1514;Minnesota;Stemple;Jillian
1516;South Dakota;Oneal;Albert
1517;Michigan;Lucas;Eric
1524;Utah;Kohl;Cheryl
1525;West Virginia;Gerard;Maureen
1531;Iowa;Quinn;Nordyn
1532;Washington;Noar;Marloe
1535;Washington;Skalka;Leigha
1541;Missouri;Melillo;Atallah
1543;Hawaii;Delvanti;Kara
1544;Georgia;Begor;Elza
1546;Pennsylvania;Parente;Kimberlee
1548;Mississippi;Elliott;Anamarie
1549;Hawaii;Bleakley;Nora
1553;Arizona;Suresy;Carol
1556;Virginia;Georges;Coletta
1558;Indiana;Chard;Clair
1561;South Carolina;Weyerhaeuser;D. C. Dutch
1563;South Dakota;Watanuki;Heath
1564;Mississippi;Burrell;Charlene
1565;Nevada;Angypas;Marloe
1567;New Jersey;Devlin;J.
1568;South Dakota;Pierotti;Kathaleen
1569;Washington;Shellberg;Sue
1570;Nevada;Ketchum;Cindy
1574;Pennsylvania;Triner;Bob
1578;Montana;Spicer;Tai
1580;New Jersey;Bartley;Omar
1582;Nevada;Lechter;Perpetua
1583;Vermont;Bastrana;Hilario
1585;Montana;Boven;Ester
1595;Virginia;Lint;Mattie
1598;Louisiana;Frongillo;Jenetta
1604;Maryland;Sinclair;Jessica
1605;Virginia;Huserik;Maryfrances
1606;West Virginia;Yaeckel;Farrell
1610;Virginia;Strauh;Morgan
1613;Massachusetts;Briganti;Emma
1617;Nevada;Erickson;Kirk
1621;Delaware;Aichinger;Ruthe
1623;New Hampshire;Kriletich;Beata
1624;Kentucky;Stolberg;Tomas
1625;Rhode Island;Gottbehuet;Sheree
1628;Mississippi;Hyatt;Courtney
1631;California;Woulfe;Nichole
1632;Oregon;Lambert;Dean
1634;Colorado;Lease;Walter
1637;Connecticut;Annunciation;Onetha
1638;Tennessee;Frasure;Veena
1643;Utah;Ireland;Kris
1644;Tennessee;Diehl, Jr.;Nicollete
1650;Wisconsin;Bohling;Judine
1651;Indiana;Swaim;Emerald
1652;Idaho;Gleason;Daricia
1661;Maryland;Guariente;D. C. Dutch
1666;Maryland;Bergethon;Gino
1672;Idaho;Torentini;Dewey
1673;New Mexico;Messer;Wallace
1675;Montana;Tyler;Barbra
1676;Illinois;Stalker;Jason Ryan
1678;New York;Nickell;Michael John
1685;Tennessee;Smith;Ida
1690;New Jersey;Conneally;Jeanni
1692;Minnesota;Terbush;Ed
1695;Wisconsin;Sumner;Verla
1696;Alaska;Seiler;Diane
1698;Minnesota;Winder;Liza Marie
1705;Vermont;Mestas;Lita
1706;Connecticut;Frinton;Betty Marilee
1707;Colorado;Greenhood;Py
1708;California;Sweet;Antamine
1710;New York;Clado;Brandi
1711;Nevada;Khan;Teresa
1714;Connecticut;Conness;Guy
1715;Georgia;Muenich;Pas
1717;Rhode Island;Quintanilla;Ciro
1718;Wisconsin;Wacklin;Vikki
1720;Kentucky;Schlund;Simon
1721;Rhode Island;Mauney;Willa Dee
1722;Washington;De Cordova;Cyril
1724;Colorado;Trueblood;Helena
1726;Colorado;Krohn;Orville
1730;Wyoming;Rutherford;Abigail
1734;Ohio;Neblick;Foster
1737;Wyoming;Tiller;Leila
1739;Pennsylvania;Desalvo;Carrie
1742;Hawaii;Beasley;Barbara Ann
1746;Georgia;Meyers;Rethel
1747;Kentucky;Collopy;Gunda
1749;New Mexico;McCurry;Lili
1751;New Jersey;Solari;Marlene
1753;Massachusetts;Slone;Lindsey
1754;North Dakota;Krow;Nordyn
1757;Hawaii;Kinney;Rethel
1759;Iowa;Sprague;Mikkal
1760;Montana;Brett;Henri
1761;Virginia;Rafferty;Herbert
1766;New Hampshire;Chapla;Keren
1767;Rhode Island;Rogge;Emily
1771;Wyoming;Leigh;Danette
1772;Louisiana;Amland;Pat
1773;Arkansas;Newsome;Cecil
1774;Oklahoma;Sommese;Margery
1775;Mississippi;Bevan;F. Wes
1776;Oregon;Clay;Van
1779;Utah;Langoni;Kittie
1783;Rhode Island;Burkamp;Jacinta
1785;Florida;Ahillas;Kayla
1786;Nebraska;Izumi;Leshu
1787;Nebraska;Wessels;Hoa
1788;Utah;Muenich;Py
1789;Florida;Acel;Gavin
1790;Arizona;Nicholson;Mayme
1791;West Virginia;Wiesner;Cordelia
1795;Kentucky;Gottier;Dion
1796;Idaho;Cecchini;Evelyn
1797;Nebraska;Chadwick;Carlo
1798;Massachusetts;Abidor;Tony
1801;Nevada;Pack;Fawn
1805;Indiana;Hester;Margaret
1807;Tennessee;Manzon;Vera
1808;New York;Vermette;Erik
1812;Missouri;Lang;Cindy
1814;Louisiana;Bakhtyari;Daphne
1815;Wyoming;Bullock;Lorelei
1816;Texas;Trump;Curtis
1822;Idaho;Sexauer;Clint
1824;Kansas;Ciccone;Ashlie
1831;Colorado;Montano;Filemon
1832;Maryland;Barney;Herold
1833;South Carolina;Stueber, Jr.;Hoai
1838;North Carolina;Simon;Randee
1839;Virginia;Avaloz, Jr.;Johnetta
1841;Louisiana;Bunyard;Karlee
1844;North Dakota;Bohannan;Coba
1853;Washington;Milholm;Brandon
1859;Maine;Bobrosky;Anamaria
1860;Oregon;Parsons;Tandy
1867;Wyoming;Prescott;Felix
1876;Tennessee;Settle;Craig
1878;New Jersey;Anaya;Dalene
1887;Vermont;McGaughey;Elayne
1889;Washington;Chen;Heidi
1893;Maine;Srock;Mack
1894;New Hampshire;Eckley;Beverly
1904;Utah;Younce;Owen
1907;Wisconsin;Linder;Anna-lee
1909;West Virginia;Ketchum;Jimmy
1911;Maryland;Pearn;Mary Jean
1914;South Dakota;Lenorovitz;Yolanda
1916;New Mexico;Szasz;Nicole
1919;Delaware;Carbajal;Neva
1928;North Carolina;Noar;Jonathan
1929;Connecticut;Heaton;Salem
1930;Kansas;Tkachenko;Anne-Marie
1937;New York;Rayburn;Tracy
1939;Indiana;Visendi;Aaron
1941;Kentucky;Camo;Dolores
1943;Rhode Island;Gertz;Rana
1945;Vermont;Mathis;Margarita
1946;Alabama;Moyer;Fae
1947;Wisconsin;Zermach;Harvey
1951;Pennsylvania;Schoolcraft;Ritchie
1954;Colorado;Arthur;Thai
1955;New York;Broyles;Mimi
1960;North Carolina;Bressler;Sarita
1963;New Jersey;Ingles;Sondra
1964;Massachusetts;Jenning;Nikki
1966;Oklahoma;Velasco;Luz
1969;New Hampshire;Veregas;Pat
1970;California;Nunez;Lindy
1971;North Dakota;Magnuson;Arthur
1975;Montana;Zittel;Tiara
1976;North Carolina;Lapierre;Craig
1979;South Carolina;Sayers;Carl Bryant
1980;Illinois;Phelps;Dottie
1982;Tennessee;Bezic;Neoma
1986;Vermont;Reitzel;Shelli
1995;Missouri;Donovan;Leeann
1997;Nevada;Vaisnor;Nieves
1999;Mississippi;Antilla;L. Albert
2000;Kansas;Hedrick;Ronda
2003;New York;Rodriguez;Shany
2005;Florida;Huffman;Kasandra
2007;Virginia;Spellman;Dermont
2009;South Carolina;Royal;Stacey
2015;Nebraska;Moening;Beath
2018;Massachusetts;Michaels;Baljeet
2019;West Virginia;Michalski;Fernando
2023;Hawaii;Henderson;Mereeda
2024;Alaska;Worthington;Suzette
2030;Tennessee;Dittemore;Mari
2031;North Dakota;Gale;Takeshi
2035;New Mexico;Carr;Michele
2036;New Mexico;Atencio;Jenetta
2042;West Virginia;Brindley;Miranda
2045;Mississippi;Millett;Shanay
2047;West Virginia;Balestrery;Rose
2048;Mississippi;Cowan;Brittany
2049;Indiana;Petersen;Shauneen
2051;South Dakota;Van Antwerp;Cathey
2052;Delaware;Avetisian;Morrie
2053;Washington;Barela;G. Barry
2054;Nebraska;Perrin;Alesia
2058;Missouri;Sukh;Pearle
2060;Maryland;Kaplan;Marcia
2066;Alaska;Dismuke;Gary
2070;Rhode Island;Ansaldo;Greta
2072;Montana;Zych;Emanuel
2077;Iowa;Barstad;T. E.
2080;West Virginia;Rayburn;Oral
2082;Hawaii;Youngers;J. Thomas
2087;Alaska;Realino;Troy
2089;Indiana;Dismuke;Mina
2091;Colorado;Robbins;M. Patricia
2093;Rhode Island;Barta;Burdy
2095;Arkansas;Laner;Rubi
2096;Nevada;Tommerup;Mariano
2097;Mississippi;Gibbs;Suzann
2098;Pennsylvania;Cirrone;Luella
2099;Colorado;Crawford;Tracie
2107;Wyoming;Telleria;Anneliese
2108;Vermont;William;Laurel
